NAME,POSITION,HEIGHT,FOOT,AGE,RATING,NATION
Dennis Appiah,Defence,179,Right,30,84,France
Lilian Brassier,Defence,184,Left,22,84,France
Maxime le Marchand,Defence,184,Left,32,84,France
Lucas Perrin,Defence,185,Right,23,84,France
Yoann Salmier,Defence,188,Right,29,84,French Guiana
Cédric Hountondji,Defence,193,Right,28,84,Benin
Florent Ogier,Defence,182,Right,33,84,France
Paul Nardi,Goalkeeper,187,Right,28,84,France
Brice Samba,Goalkeeper,186,Right,28,84,Congo
Rhys Healey,Attack,172,Right,27,83,England
Jérémy le Douaron,Attack,189,Left,24,83,France
El Bilal Touré,Attack,184,Both,20,83,
Adrian Grbic,Attack,188,Both,25,83,Austria
Simon Banza,Attack,187,Right,25,83,France
Lois Diony,Attack,183,Right,29,83,France
Yoann Touzghar,Attack,180,Right,35,83,Tunisia
Rayan Cherki,Midfield,175,Both,18,83,France
Angel Gomes,Midfield,170,Right,21,83,England
Jason Berthomier,Midfield,177,Left,32,83,France
Hamza Sakhi,Midfield,176,Right,26,83,Morocco
Youcef Belaïli,Attack,178,Right,30,83,Algeria
Brecht Dejaegere,Midfield,174,Right,31,83,Belgium
Mathias Autret,Midfield,179,Left,31,83,France
Abdoul Kader Bamba,Attack,176,Right,28,83,
Nathanaël Mbuku,Attack,180,Left,20,83,France
Jim Allevinah,Midfield,180,Right,27,83,Gabon
Gauthier Hein,Attack,170,Left,25,83,France
Mitchell van Bergen,Attack,175,Right,22,83,Netherlands
Sada Thioub,Attack,179,Right,27,83,Senegal
Gaétan Robail,Attack,181,Right,28,83,France
Romain Philippoteaux,Attack,170,Both,34,83,France
Pierrick Capelle,Midfield,180,Left,35,83,France
Enzo le Fée,Midfield,170,Right,22,83,France
Qazim Laçi,Midfield,180,Right,26,83,Albania
Antonin Bobichon,Midfield,180,Right,26,83,France
Mathieu Coutadeur,Midfield,170,Right,36,83,France
Eliot Matazo,Midfield,174,Right,20,83,Belgium
Samuel Moutoussamy,Midfield,174,Right,25,83,Congo DR
Junior Dina Ebimbe,Midfield,183,Left,21,83,France
Stijn Spierings,Midfield,189,Right,26,83,Netherlands
Youssouf M'Changama,Midfield,175,Right,31,83,Comoros
Tristan Dingomé,Midfield,173,Left,31,83,France
Johann Lepenant,Midfield,178,Right,19,83,France
Karim Azamoum,Midfield,177,Right,32,83,France
Batista Mendy,Defence,190,Right,22,83,France
Salis Abdul Samed,Midfield,180,Right,22,83,Ghana
Jens Cajuste,Midfield,188,Right,22,83,Sweden
Birama Touré,Midfield,183,Right,30,83,Mali
Judilson Pelé,Midfield,182,Right,30,83,Guinea-Bissau
Quentin Merlin,Midfield,173,Left,20,83,France
Gédéon Kalulu,Defence,179,Right,24,83,Congo DR
Igor Silva,Midfield,173,Right,25,83,Brazil
Deiver Machado,Defence,172,Left,28,83,Colombia
Mikkel Desler,Defence,187,Right,27,83,Denmark
Mathías Suárez,Defence,182,Right,26,83,Uruguay
Henrique Silva,Defence,173,Left,28,83,Brazil
Ambroise Oyongo,Defence,174,Left,31,83,Cameroon
Jérémy Pied,Defence,173,Right,33,83,France
Maxime Busi,Defence,182,Right,22,83,Belgium
Mehdi Zeffane,Defence,174,Right,30,83,Algeria
Abdoulaye Bamba,Defence,182,Right,32,83,Ivory Coast
Flavius Daniliuc,Defence,188,Both,21,83,Austria
Abdu Conté,Defence,183,Left,24,83,Portugal
Dénys Bain,Defence,182,Left,29,83,France
Alexandre Coeff,Defence,184,Right,30,83,France
Cédric Avinel,Defence,187,Right,35,83,Guadeloupe
Jérémy Morel,Defence,172,Left,38,83,Madagascar
Emmanuel Agbadou,Defence,192,Right,25,83,Ivory Coast
Dario Maresic,Defence,183,Both,22,83,Austria
Erik Palmer-Brown,Defence,185,Right,25,83,United States
Adil Rami,Defence,190,Right,36,83,France
Isak Pettersson,Goalkeeper,181,Right,25,83,Sweden
Radoslaw Majecki,Goalkeeper,192,Right,22,83,Poland
Dimitry Bertaud,Goalkeeper,180,Right,24,83,France
Patrick Pentz,Goalkeeper,181,Right,25,83,Austria
Léo Jardim,Goalkeeper,188,Right,27,83,Brazil
Bingourou Kamara,Goalkeeper,193,Right,25,83,Senegal
Maxime Dupé,Goalkeeper,188,Right,29,83,France
Benjamin Leroy,Goalkeeper,184,Right,33,83,France
Jessy Moulin,Goalkeeper,184,Right,36,83,France
Eiji Kawashima,Goalkeeper,185,Right,39,83,Japan
Romain Salin,Goalkeeper,189,Left,37,83,France
Ado Onaiwu,Attack,180,Right,26,82,Japan
Anastasios Donis,Attack,178,Right,25,82,Greece
Rafael Ratão,Attack,180,Right,26,82,Brazil
Anthony Musaba,Attack,182,Right,21,82,Netherlands
Ibrahima Koné,Attack,190,Right,23,82,Mali
Bevic Moussiti-Oko,Attack,184,Right,27,82,Congo
Kaj Sierhuis,Attack,180,Right,24,82,Netherlands
Grejohn Kyei,Attack,188,Right,26,82,France
Gaëtan Courtet,Attack,180,Both,33,82,France
Hyun-Jun Suk,Attack,189,Right,31,82,Korea Republic
Rafik Guitane,Midfield,164,Right,23,82,France
Quentin Boisgard,Midfield,175,Right,25,82,France
Mickaël Barreto,Midfield,174,Right,31,82,France
Mehdi Chahiri,Attack,180,Right,25,82,France
Luis Henrique,Attack,181,Right,20,82,Brazil
Nathan Ngoumou,Attack,183,Right,22,82,France
Lucas da Cunha,Attack,174,Left,21,82,France
Konrad de la Fuente,Attack,170,Right,20,82,United States
Zakaria Aboukhlal,Attack,179,Both,22,82,Morocco
Stéphane Diarra,Attack,173,Right,23,82,France
Dereck Kutesa,Midfield,176,Right,24,82,Angola
Riad Nouri,Attack,178,Right,37,82,France
Azzedine Ounahi,Midfield,179,Right,22,82,Morocco
Hugo Magnetti,Midfield,173,Right,24,82,France
Dion Lopy,Midfield,184,Right,20,82,Senegal
Yohann Magnin,Midfield,183,Right,25,82,France
Kalidou Sidibé,Midfield,200,Right,23,82,France
Oriol Busquets,Defence,185,Right,23,82,Spain
Vincent Marchetti,Defence,178,Left,25,82,France
Bonke Innocent,Midfield,178,Right,26,82,Nigeria
Alidu Seidu,Defence,180,Right,22,82,Ghana
Neto Borges,Defence,183,Left,25,82,Brazil
Théo Sainte-Luce,Defence,181,Left,23,82,France
Karol Fila,Defence,180,Right,24,82,Poland
Mickaël Alphonse,Defence,182,Right,33,82,Guadeloupe
Julien Faussurier,Defence,173,Right,35,82,France
Enzo Ebosse,Defence,185,Left,23,82,Cameroon
Ismaël Diallo,Defence,178,Left,25,82,Ivory Coast
Théo Pellenard,Defence,182,Left,28,82,France
Jérôme Hergault,Defence,185,Right,36,82,France
Quentin Bernard,Defence,183,Left,33,82,France
Miha Blažič,Defence,185,Right,29,82,Slovenia
Maxime Esteve,Defence,193,Left,20,82,France
Léo Petrot,Defence,188,Left,25,82,France
Moritz Jenz,Defence,190,Right,23,82,Germany
Timothée Pembele,Defence,182,Right,19,82,France
Anthony Rouault,Defence,186,Right,21,82,France
Cenk Özkacar,Defence,190,Left,21,82,Turkey
Bafodé Diakité,Defence,182,Right,21,82,France
Robson Bambu,Defence,186,Right,24,82,Brazil
Jean-Claude Billong,Defence,192,Right,28,82,Cameroon
Yves Dabila,Defence,183,Right,25,82,Ivory Coast
Rasmus Nicolaisen,Defence,190,Right,25,82,Denmark
Oumar Gonzalez,Defence,186,Right,24,82,Cameroon
Steven Fortès,Defence,192,Right,30,82,Cape Verde
Rocha Jubal,Defence,190,Right,28,82,Brazil
Ouparine Djoco,Goalkeeper,188,Left,24,82,France
Doğan Alemdar,Goalkeeper,185,Right,19,82,Turkey
Danijel Petković,Goalkeeper,196,Right,29,82,Montenegro
Julian Pollersbeck,Goalkeeper,195,Right,27,82,Germany
Donovan Léon,Goalkeeper,186,Right,29,82,French Guiana
Matthieu Dreyer,Goalkeeper,188,Right,33,82,France
Vito Mannone,Goalkeeper,191,Right,34,82,Italy
Denis Genreau,Midfield,175,Right,23,81,Australia
Sambou Soumano,Attack,182,Right,21,80,Senegal
Matthis Abline,Attack,176,Right,19,80,France
Lenny Pintor,Attack,180,Right,21,80,France
Evann Guessand,Attack,187,Right,21,80,France
Lassine Sinayoko,Attack,185,Right,22,80,Mali
Rémy Dugimont,Attack,182,Right,36,80,France
Rachid Alioui,Attack,186,Right,30,80,Morocco
David Costa,Midfield,168,Right,21,80,Italy
Yanis Cimignani,Midfield,176,Right,20,80,France
Himad Abdelli,Midfield,187,Left,22,80,France
Léo Leroy,Midfield,185,Right,22,80,France
Yann Gboho,Attack,173,Right,21,80,France
Julien Ponceau,Midfield,170,Right,21,80,France
Luka Ilić,Midfield,182,Left,23,80,Serbia
Ihsan Sacko,Attack,181,Right,24,80,France
Isaac Lihadji,Attack,177,Left,20,80,France
Farid el Melali,Attack,168,Both,25,80,Algeria
Alexis Flips,Midfield,173,Right,22,80,France
Willem Geubbels,Attack,185,Right,20,80,France
Cyrille Bayala,Attack,181,Right,26,80,Burkina Faso
Gaëtan Perrin,Midfield,169,Right,26,80,France
Marin Jakoliš,Attack,182,Right,25,80,Croatia
Mohamed Youssouf,Attack,168,Left,34,80,Comoros
Hianga'a Mbock,Midfield,186,Right,22,80,France
Rui Pires,Midfield,182,Right,24,80,Portugal
Abou Ba,Midfield,182,Right,23,80,France
Bradley Locko,Defence,180,Left,20,80,France
Darline Yongwa,Defence,180,Left,21,80,Cameroon
Noah Fadiga,Defence,175,Both,22,80,Belgium
Thibault de Smet,Defence,182,Left,24,80,Belgium
Kenji-Van Boto,Defence,180,Left,26,80,France
Chaker Alhadhur,Defence,172,Right,30,80,Comoros
Thierno Baldé,Defence,170,Right,20,80,France
Mahamadou Dembélé,Defence,186,Right,23,80,France
Christopher Wooh,Defence,185,Right,20,80,Cameroon
Jackson Porozo,Defence,188,Right,21,80,Ecuador
Jean Marcelin,Defence,197,Right,22,80,France
Gabriel Mutombo,Defence,191,Right,26,80,France
Gautier Lloris,Defence,188,Right,26,80,France
Lucas Chevalier,Goalkeeper,192,Right,20,80,France
Yahia Fofana,Goalkeeper,194,Right,21,80,France
Adam Jakubech,Goalkeeper,190,Right,24,80,Slovakia
Rémy Descamps,Goalkeeper,194,Left,26,80,France
Mory Diaw,Goalkeeper,195,Right,29,80,France
Alexandre Letellier,Goalkeeper,191,Right,31,80,France
Rémy Riou,Goalkeeper,191,Right,34,80,France
Nicolas Penneteau,Goalkeeper,185,Right,41,80,France
Gaël N’lundulu,Attack,183,Right,30,79,France
Levi Lumeka,Midfield,170,Right,23,79,England
Béni Makouana,Attack,180,Right,19,78,Congo
Mounaïm el Idrissy,Attack,181,Right,23,78,France
Alassane N'Diaye,Attack,179,Right,31,78,France
Taofeek Ismaheel,Attack,170,Right,21,78,Nigeria
Dango Ouattara,Attack,177,Left,20,78,Burkina Faso
Billal Brahimi,Attack,183,Left,22,78,Algeria
Jules Keita,Attack,172,Right,23,78,Guinea
Camilo Reijers,Midfield,176,Right,23,78,Brazil
Lukasz Poręba,Midfield,179,Right,22,78,Poland
Aly Ndom,Midfield,188,Right,26,78,France
Gabriel Bares,Midfield,188,Left,21,78,Switzerland
Tom Ducrocq,Midfield,176,Right,22,78,France
Samba Sow,Midfield,185,Right,33,78,Mali
Lorenz Assignon,Defence,181,Right,22,78,France
Ismaël Boura,Defence,176,Left,21,78,France
Arial Mendy,Defence,180,Left,27,78,Senegal
Moussa Diarra,Defence,183,Left,21,78,France
Mapou Yanga-Mbiwa,Defence,184,Right,33,78,France
Logan Costa,Defence,188,Right,21,78,Cape Verde
Ismaël Doukouré,Defence,182,Left,18,78,France
Chrislain Matsima,Defence,190,Right,20,78,France
Clément Vidal,Defence,180,Right,22,78,France
Marcin Bulka,Goalkeeper,199,Right,22,78,Poland
Yoan Cardinale,Goalkeeper,181,Right,28,78,France
Denis Petrić,Goalkeeper,186,Right,34,78,Serbia
Junior Flemmings,Attack,178,Right,26,77,Jamaica
Fraser Hornby,Attack,195,Right,22,77,Scotland
Naatan Skyttä,Midfield,170,Left,20,77,Finland
Brahima Ouattara,Attack,175,Right,19,77,Ivory Coast
Sam Sanna,Defence,169,Right,23,77,Morocco
Brandon Dominguès,Midfield,172,Right,22,77,France
Fodé Doucouré,Defence,172,Right,21,77,Mali
Sambou Sissoko,Defence,178,Both,23,77,France
Isaak Touré,Defence,204,Right,19,77,France
François-Joseph Sollacaro,Goalkeeper,178,Right,28,77,France
Timothée Nkada,Attack,177,Right,22,76,France
Mykola Kukharevych,Attack,180,Right,21,76,Ukraine
Thijs Dallinga,Attack,185,Right,21,76,Netherlands
Bridge Ndilu,Attack,186,Right,21,76,France
Moreira Sávio,Attack,176,Left,18,76,Brazil
Sofyan Chader,Attack,184,Right,22,76,France
Jean N'Guessan,Midfield,177,Right,19,76,Ivory Coast
Lesley Ugochukwu,Midfield,188,Right,18,76,France
François Bellugou,Defence,186,Right,35,76,France
Julien Boyer,Defence,175,Left,24,76,France
Marvin Senaya,Defence,179,Right,21,76,France
Jérôme Phojo,Defence,178,Right,29,76,France
Ibrahim Cissé,Defence,191,Right,23,76,Guinea
Hakim Ouro Sama,Defence,185,Right,24,76,Togo
Josué Albert,Defence,185,Right,30,76,French Guiana
Kjetil Haug,Goalkeeper,189,Right,24,76,Norway
Yehvann Diouf,Goalkeeper,185,Right,23,76,France
Yanis Begraoui,Attack,184,Right,21,75,France
Pedro Ruiz,Attack,197,Right,22,75,Spain
Édouard Michut,Midfield,178,Right,19,75,France
Adrien Bongiovanni,Attack,174,Right,22,75,Belgium
Jean Botué,Attack,178,Left,19,75,Burkina Faso
Charles Boli,Midfield,175,Left,23,75,France
Martin Adeline,Midfield,180,Right,18,75,France
Kays Ruiz-Atil,Midfield,176,Right,19,75,France
Alexis Trouillet,Midfield,175,Left,21,75,France
Tom Renaud,Midfield,182,Left,21,75,France
Teddy Alloh,Defence,176,Left,20,75,France
Arthur Zagre,Defence,162,Left,20,75,France
Halid Šabanović,Defence,183,Right,22,75,Bosnia & Herzegovina
Giannis Charontakis,Defence,174,Left,26,75,Greece
Alec Georgen,Defence,172,Right,23,75,France
Paul Joly,Defence,180,Right,22,75,France
Matthieu Saunier,Defence,181,Right,32,75,France
Xiaoxuan Ji,Attack,174,Right,29,74,China
Daouda Gueye,Attack,179,Right,26,74,Senegal
Muhammed Cham,Attack,178,Left,21,74,Austria
Kevin Spadanuda,Midfield,177,Right,25,74,Switzerland
Baïla Diallo,Defence,176,Left,21,74,France
Nassim Chadli,Attack,181,Right,20,73,Morocco
Mohamed Touré,Attack,183,Right,18,73,Australia
Ulrick Eneme Ella,Attack,184,Right,21,73,Gabon
Metehan Guclu,Attack,182,Left,23,73,Turkey
Moïse Sahi,Attack,175,Left,20,73,Ivory Coast
N'dri Koffi,Attack,187,Right,20,73,Ivory Coast
Loum Tchaouna,Attack,180,Right,18,73,France
Ibrahima Baldé,Attack,185,Right,19,73,Senegal
Mohamed Ben Fredj,Attack,187,Right,22,73,Tunisia
Ima Andriatsima,Attack,184,Right,38,73,Madagascar
Kamory Doumbia,Midfield,170,Right,19,73,Mali
Nordine Kandil,Midfield,165,Left,20,73,France
Maghnes Akliouche,Midfield,166,Left,20,73,France
Naël Jaby,Midfield,175,Right,21,73,France
Ismaël Gharbi,Midfield,173,Right,18,73,France
Franco Tongya,Midfield,181,Right,20,73,Italy
Waniss Taibi,Midfield,184,Both,20,73,France
Ugo Bertelli,Midfield,168,Right,19,73,France
Adam Oudjani,Midfield,180,Right,20,73,France
Steve Mvoué,Attack,183,Right,20,73,Cameroon
Assil Jaziri,Midfield,173,Right,22,73,Tunisia
Florian Chabrolle,Midfield,175,Right,24,73,France
Bradley Barcola,Attack,186,Right,19,73,France
Mathys Tel,Attack,177,Right,17,73,France
Boubakar Camara,Midfield,173,Left,21,73,France
Taïryk Arconte,Attack,178,Right,18,73,France
Mamady Bangré,Midfield,169,Left,21,73,Burkina Faso
Salim Ben Seghir,Attack,174,Right,19,73,France
Rafiki Said,Attack,177,Both,22,73,Comoros
Noah Fatar,Attack,170,Right,20,73,France
Bilal Hamdi,Attack,176,Right,31,73,Algeria
Sacha Delaye,Midfield,171,Right,20,73,France
Andy Diouf,Midfield,181,Left,19,73,France
Habib Keita,Midfield,182,Left,20,73,Mali
Billal Chibani,Midfield,178,Left,23,73,Belgium
Félix Lemaréchal,Midfield,181,Right,18,73,France
Kléri Serber,Midfield,175,Right,24,73,France
Cem Türkmen,Midfield,178,Right,20,73,Turkey
Ousoumane Camara,Midfield,183,Right,23,73,France
Habib Diarra,Midfield,180,Right,18,73,France
Iyad Mohamed,Midfield,194,Left,21,73,Comoros
Enrik Ostrc,Defence,187,Right,20,73,Slovenia
Alexandre Phliponeau,Midfield,180,Right,22,73,France
Nassim Ahmed,Defence,174,Left,21,73,France
Brandon Baiye,Midfield,177,Right,21,73,Belgium
Arton Zekaj,Midfield,185,Right,22,73,Kosovo
Maxime Bastian,Defence,173,Left,21,73,France
Théo le Bris,Defence,165,Right,19,73,France
Yasser Larouci,Defence,177,Left,21,73,France
Jeanuël Belocian,Defence,186,Left,17,73,France
Mamadou Mbow,Defence,187,Right,22,73,Senegal
Abdoulaye Sylla,Defence,183,Right,22,73,Guinea
El Chadaille Bitshiabu,Defence,196,Left,17,73,
Ribeiro Alexsandro,Defence,189,Right,22,73,Brazil
Sonny Laiton,Goalkeeper,182,Right,22,73,France
Jason Mbock,Attack,175,Right,22,72,France
Darly N'Landu,Midfield,175,Right,22,72,France
Samuel Loric,Midfield,175,Left,22,72,France
Nassim Badri,Goalkeeper,180,Right,28,72,France
Alexis Lefebvre,Attack,166,Right,19,70,France
Alexandre Fressange,Attack,176,Right,21,70,Cameroon
Gor Manvelyan,Attack,180,Both,20,70,France
Franck Rivollier,Attack,192,Right,21,70,France
Éric Ayiah,Attack,183,Both,22,70,Ghana
Mamadou Camara,Attack,184,Right,34,70,France
Yanis Guermouche,Attack,192,Right,21,70,Algeria
Kenny Nagera,Attack,177,Right,20,70,France
Nicolas Mercier,Attack,180,Right,19,70,France
Fadiga Ouattara,Attack,182,Left,20,70,France
Désiré Doué,Midfield,177,Right,17,70,France
Jaly Mouaddib,Midfield,181,Both,21,70,France
Yadaly Diaby,Midfield,184,Right,21,70,France
Moïse Sakava,Midfield,169,Right,21,70,Cameroon
Jorès Rahou,Attack,176,Right,19,70,France
Kryss Chapelle,Midfield,173,Left,22,70,France
Junior Kadile,Attack,182,Left,19,70,France
Barthélémy Diedhiou,Attack,167,Right,21,70,Senegal
Valentin Decarpentrie,Midfield,160,Left,20,70,France
Redwan Bourles,Midfield,186,Left,19,70,France
Kylian Silvestre,Attack,183,Left,19,70,France
Yaya Dukuly,Attack,178,Left,19,70,Australia
Kevin Bemanga,Attack,175,Right,24,70,France
Osvaldo Capita,Attack,171,Left,20,70,Angola
Yahya Soumaré,Midfield,173,Right,22,70,France
Nicolas Fontaine,Attack,175,Right,22,70,Madagascar
Karamoko Dembélé,Midfield,167,Left,19,70,England
Thibaut Ehling,Attack,185,Right,21,70,France
Jonathan Bakali,Attack,175,Left,20,70,France
Everson Junior,Midfield,178,Right,18,70,France
Oussama Targhalline,Midfield,180,Right,20,70,Morocco
Bilal Nadir,Midfield,172,Right,18,70,France
Jonathan Varane,Midfield,175,Right,20,70,France
Silu Metinho,Midfield,185,Right,19,70,Brazil
Cheick Souaré,Midfield,170,Left,19,70,France
Daylam Meddah,Midfield,187,Right,19,70,France
Florent da Silva,Midfield,178,Right,19,70,France
Derek Mazou-Sacko,Midfield,175,Right,17,70,France
Paolo Sciortino,Midfield,177,Right,18,70,France
Nathan Bitumazala,Defence,178,Right,19,70,France
Tom Rapnouil,Midfield,186,Left,21,70,France
Calvin Bombo,Defence,185,Right,23,70,Central African Republic
Tiago Ribeiro,Defence,185,Left,20,70,Portugal
Nassim Benaissa,Midfield,181,Right,20,70,Algeria
Zinédine Ould Khaled,Midfield,178,Right,22,70,France
Brayann Pereira,Defence,172,Right,19,70,France
Kévin Biakolo,Defence,170,Right,18,70,Cameroon
Samuel Bossiwa,Midfield,173,Left,19,70,France
Thibault Tamas,Defence,175,Left,21,70,France
Richecard Richard,Defence,171,Right,20,70,France
Benrandy Abdallah,Defence,177,Right,23,70,France
Wesley Moustache,Defence,177,Left,23,70,France
Amilcar Silva,Defence,175,Left,22,70,Portugal
Théo Emmanuelli,Defence,177,Left,22,70,France
Ibrahim Diakité,Defence,178,Right,18,70,France
Yannis M'Bemba,Defence,195,Left,21,70,France
Tanguy Zoukrou,Defence,189,Right,19,70,France
Joakim Kada,Defence,185,Left,21,70,Algeria
Adrien Louveau,Defence,180,Right,22,70,France
Jean-Philippe Célestin,Defence,182,Right,19,70,France
Loris Mouyokolo,Defence,194,Right,21,70,France
Kevin Boma,Defence,187,Right,19,70,Togo
Aaron Kamardin,Defence,183,Right,20,70,France
Sidney Obissa,Defence,190,Right,22,70,Gabon
Cory Sene,Defence,196,Right,21,70,Senegal
Alexandre Pierre,Goalkeeper,190,Right,21,70,Haiti
Ghjuvanni Quilichini,Goalkeeper,185,Right,19,70,France
Théo de Percin,Goalkeeper,185,Right,21,70,France
Thomas Himeur,Goalkeeper,187,Right,21,70,France
Valentino Lesieur,Goalkeeper,195,Right,19,70,Portugal
Denis Franchi,Goalkeeper,189,Right,19,70,Italy
Teddy Bartouche,Goalkeeper,182,Right,25,70,France
Dialy Ndiaye,Goalkeeper,193,Right,23,70,Senegal
Teddy Boulhendi,Goalkeeper,185,Right,21,70,France
Lucas Margueron,Goalkeeper,195,Right,21,70,France
Melvin Zinga,Goalkeeper,187,Right,20,70,France
Simon Ngapandouetnbu,Goalkeeper,187,Right,19,70,France
Garissone Innocent,Goalkeeper,192,Right,22,70,France
Matis Carvalho,Goalkeeper,186,Right,23,70,Portugal
Vincenzo Cozzella,Goalkeeper,190,Right,20,70,Italy
Ryan Bouallak,Goalkeeper,185,Right,22,70,France
Thomas Callens,Goalkeeper,185,Right,23,70,France
Grégoire Coudert,Goalkeeper,190,Left,23,70,France
Valentin Belon,Goalkeeper,180,Right,27,70,France
Ferhat Cogalan,Midfield,175,Right,20,68,Turkey
Paolo Lebas,Midfield,187,Right,19,68,Portugal
Samuel Kasongo,Midfield,175,Right,19,68,Switzerland
Abdoulaye Ndiaye,Defence,185,Right,20,68,Senegal
Lucas Larade,Defence,186,Right,23,68,France
Guedé Nadje,Attack,185,Right,18,67,Ivory Coast
Sekou Yansané,Attack,180,Right,19,67,Guinea
Mouaad Madri,Attack,176,Right,32,67,France
Eli Wissa,Attack,179,Right,19,67,France
Deji Sotona,Attack,179,Right,19,67,Ireland
Aymeric Ahmed,Midfield,175,Right,18,67,Comoros
Ayoub Yousfi,Midfield,179,Left,19,67,Spain
Tidjany Touré,Midfield,168,Right,20,67,France
Badredine Bouanani,Attack,172,Left,17,67,France
Cawdy Williams,Midfield,177,Left,22,67,France
Mohamed el Arouch,Midfield,166,Right,18,67,France
Rocco Ascone,Midfield,180,Left,18,67,France
